,New_Date,VisitingTeam,VisitorStartingPitcherName,HomeTeam,HomeStartingPitcherName,VisitorRunsScored,HomeRunsScore,VisitorAB,VisitorH,Visitor_BA,VisitorHBP,VisitorBB,VisitorIBB,VisitorLOB,HomeAB,HomeH,Home_BA,HomeHBP,HomeBB,HomeIBB,HomeLOB,Home_team_won?,prior_year,year_x,playerName_x,teamAbbrev_x,winningPercentage_x,runsScoredPer9_x,hitsPer9_x,strikeoutsPer9_x,baseOnBallsPer9_x,homeRunsPer9_x,era_x,whip_x,ops_x,gidp_x,avg_x,year_y,playerName_y,teamAbbrev_y,winningPercentage_y,runsScoredPer9_y,hitsPer9_y,strikeoutsPer9_y,baseOnBallsPer9_y,homeRunsPer9_y,era_y,whip_y,ops_y,gidp_y,avg_y,year,teamAbbrev,hits,atBats,team_BA,totalBases,total_bases_avg,leftOnBase,LOB_avg,runs,runs_avg,strikeOuts,atBats,K_avg,baseOnBalls,BB_avg,rbi,RBI_avg,year_home,teamAbbrev_home,hits_home,atBats_home,team_BA_home,totalBases_home,total_bases_avg_home,leftOnBase_home,LOB_avg_home,runs_home,runs_avg_home,strikeOuts_home,atBats_home,K_avg_home,baseOnBalls_home,BB_avg_home,rbi_home,RBI_avg_home,current_year
272,2023-04-19,ATL,Charlie Morton,SD,Nick Martinez,0,1,30,4,0.133,0,3,0,6,28,6,0.214,0,3,0,6,True,2022,2022.0,Charlie Morton,ATL,.600,4.45,7.80,10.73,3.30,1.47,4.34,1.23,0.727,14.0,0.233,2022.0,Nick Martinez,SD,.500,3.72,8.13,8.04,3.47,1.27,3.47,1.29,0.713,13.0,0.239,2022.0,ATL,1472.0,5924.0,0.248,2547.0,0.388,2359.0,0.36,818.0,0.125,1628.0,5924.0,0.275,517.0,0.079,787.0,0.12,2022.0,SD,1409.0,5661.0,0.249,2308.0,0.357,2411.0,0.373,789.0,0.122,1304.0,5661.0,0.23,662.0,0.102,737.0,0.114,2023
273,2023-04-19,ARI,Madison Bumgarner,STL,Jake Woodford,5,14,37,11,0.297,0,3,0,9,36,13,0.361,0,9,0,7,True,2022,2022.0,Madison Bumgarner,AZ,.318,5.50,10.15,6.35,2.78,1.42,4.88,1.44,0.827,14.0,0.281,2022.0,Jake Woodford,STL,1.000,2.42,8.01,4.47,2.05,0.19,2.23,1.12,0.611,10.0,0.249,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2022.0,STL,1293.0,5085.0,0.254,2174.0,0.38,2120.0,0.37,717.0,0.125,1132.0,5085.0,0.223,517.0,0.09,708.0,0.124,2023
274,2023-04-19,BAL,Kyle Bradish,WAS,MacKenzie Gore,4,0,30,4,0.133,0,5,0,4,33,6,0.182,0,3,0,9,False,2022,2022.0,Kyle Bradish,BAL,.364,5.20,9.10,8.49,3.52,1.30,4.90,1.40,0.759,16.0,0.265,2022.0,MacKenzie Gore,SD,.500,4.50,8.49,9.26,4.76,0.90,4.50,1.47,0.722,6.0,0.248,2022.0,BAL,1309.0,5670.0,0.231,2181.0,0.346,2391.0,0.379,694.0,0.11,1493.0,5670.0,0.263,484.0,0.077,662.0,0.105,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2023
275,2023-04-19,MIN,Joe Ryan,BOS,Corey Kluber,10,4,37,9,0.243,2,4,0,6,32,7,0.219,1,3,0,6,False,2022,2022.0,Joe Ryan,MIN,.619,3.67,7.04,9.24,2.88,1.22,3.55,1.10,0.664,8.0,0.211,2022.0,Corey Kluber,TB,.500,4.50,9.77,7.63,1.15,1.10,4.34,1.21,0.729,7.0,0.274,2022.0,MIN,1359.0,5501.0,0.247,2198.0,0.358,2399.0,0.39,703.0,0.114,1363.0,5501.0,0.248,523.0,0.085,668.0,0.109,2022.0,BOS,1487.0,5744.0,0.259,2354.0,0.368,2556.0,0.4,781.0,0.122,1460.0,5744.0,0.254,516.0,0.081,721.0,0.113,2023
276,2023-04-19,PHI,Taijuan Walker,CWS,Mike Clevinger,5,2,36,9,0.25,1,1,0,6,31,6,0.194,0,2,0,4,False,2022,2022.0,Taijuan Walker,NYM,.706,3.60,8.18,7.55,2.57,0.86,3.49,1.19,0.663,13.0,0.24,2022.0,Mike Clevinger,SD,.500,4.41,8.03,7.16,2.76,1.57,4.33,1.20,0.716,4.0,0.233,2022.0,PHI,1465.0,5810.0,0.252,2437.0,0.379,2395.0,0.373,782.0,0.122,1479.0,5810.0,0.255,498.0,0.078,759.0,0.118,2022.0,CWS,1485.0,5814.0,0.255,2261.0,0.356,2436.0,0.384,715.0,0.113,1298.0,5814.0,0.223,412.0,0.065,674.0,0.106,2023
277,2023-04-19,CLE,Cal Quantrill,DET,Spencer Turnbull,3,2,30,5,0.167,1,5,0,6,34,8,0.235,0,1,0,6,False,2022,2022.0,Cal Quantrill,CLE,.750,3.77,8.60,6.18,2.27,1.01,3.38,1.21,0.696,16.0,0.254,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,2022.0,CLE,1321.0,5114.0,0.258,1998.0,0.352,2240.0,0.395,654.0,0.115,980.0,5114.0,0.192,415.0,0.073,628.0,0.111,2022.0,DET,1184.0,5105.0,0.232,1782.0,0.321,2041.0,0.368,533.0,0.096,1323.0,5105.0,0.259,342.0,0.062,507.0,0.091,2023
278,2023-04-19,TOR,Jose Berrios,HOU,Luis Garcia,1,8,30,4,0.133,0,3,0,5,31,8,0.258,1,2,0,2,True,2022,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,2022.0,Luis Garcia,HOU,.652,4.00,7.49,8.98,2.69,1.32,3.72,1.13,0.678,11.0,0.222,2022.0,TOR,1599.0,6138.0,0.261,2586.0,0.381,2597.0,0.383,842.0,0.124,1330.0,6138.0,0.217,541.0,0.08,816.0,0.12,2022.0,HOU,1506.0,5968.0,0.252,2540.0,0.381,2468.0,0.37,801.0,0.12,1272.0,5968.0,0.213,573.0,0.086,796.0,0.119,2023
279,2023-04-19,TEX,Martin Perez,KC,Brady Singer,12,3,38,13,0.342,0,6,0,7,34,9,0.265,0,0,0,5,False,2022,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,2022.0,Brady Singer,KC,.667,3.40,8.22,8.80,2.05,1.06,3.23,1.14,0.679,17.0,0.246,2022.0,TEX,1335.0,5590.0,0.239,2201.0,0.358,2183.0,0.355,715.0,0.116,1460.0,5590.0,0.261,460.0,0.075,684.0,0.111,2022.0,KC,1039.0,4340.0,0.239,1652.0,0.345,1889.0,0.395,508.0,0.106,1104.0,4340.0,0.254,344.0,0.072,489.0,0.102,2023
280,2023-04-19,LAA,Griffin Canning,NYY,Jhony Brito,2,3,35,7,0.2,2,5,0,11,32,6,0.188,2,5,1,9,True,2022,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,2022.0,LAA,1252.0,5401.0,0.232,2087.0,0.351,2184.0,0.367,621.0,0.104,1516.0,5401.0,0.281,450.0,0.076,583.0,0.098,2022.0,NYY,1423.0,5686.0,0.25,2434.0,0.377,2461.0,0.381,841.0,0.13,1362.0,5686.0,0.24,629.0,0.097,792.0,0.123,2023
281,2023-04-19,CHC,Justin Steele,OAK,Mason Miller,12,2,36,11,0.306,1,7,0,6,30,5,0.167,1,3,0,5,False,2022,2022.0,Justin Steele,CHC,.364,4.01,8.39,9.53,3.78,0.61,3.18,1.35,0.66,10.0,0.244,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,2022.0,CHC,1313.0,5523.0,0.238,2135.0,0.346,2423.0,0.392,662.0,0.107,1512.0,5523.0,0.274,510.0,0.083,631.0,0.102,2022.0,OAK,1061.0,5000.0,0.212,1689.0,0.305,1975.0,0.357,524.0,0.095,1327.0,5000.0,0.265,413.0,0.075,503.0,0.091,2023
282,2023-04-19,MIL,Eric Lauer,SEA,Marco Gonzales,5,3,35,9,0.257,0,1,0,4,33,7,0.212,1,1,0,5,False,2022,2022.0,Eric Lauer,MIL,.611,4.03,7.66,8.91,3.35,1.53,3.69,1.22,0.708,8.0,0.228,2022.0,Marco Gonzales,SEA,.400,4.77,9.54,5.07,2.46,1.48,4.13,1.33,0.779,17.0,0.271,2022.0,MIL,1275.0,5428.0,0.235,2217.0,0.362,2316.0,0.378,724.0,0.118,1465.0,5428.0,0.27,577.0,0.094,701.0,0.114,2022.0,SEA,1319.0,5747.0,0.23,2226.0,0.34,2430.0,0.371,741.0,0.113,1478.0,5747.0,0.257,655.0,0.1,699.0,0.107,2023
283,2023-04-20,SD,Michael Wacha,ARI,Ryne Nelson,7,5,34,7,0.206,0,4,0,4,39,12,0.308,0,1,0,8,False,2022,2022.0,Michael Wacha,BOS,.846,3.46,7.85,7.35,2.19,1.27,3.32,1.12,0.693,12.0,0.233,2022.0,Ryne Nelson,AZ,.500,1.96,4.42,7.85,2.95,0.98,1.47,0.82,0.523,0.0,0.145,2022.0,SD,1409.0,5661.0,0.249,2308.0,0.357,2411.0,0.373,789.0,0.122,1304.0,5661.0,0.23,662.0,0.102,737.0,0.114,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2023
284,2023-04-20,LAD,Michael Grove,CHC,Javier Assad,6,2,34,9,0.265,0,5,1,6,31,6,0.194,2,4,0,8,False,2022,2022.0,Michael Grove,LAD,1.000,6.44,9.82,7.36,3.07,1.84,4.60,1.43,0.779,1.0,0.26,2022.0,Javier Assad,CHC,.500,3.35,8.36,7.17,4.78,0.96,3.11,1.46,0.701,1.0,0.24,2022.0,LAD,1439.0,5695.0,0.253,2488.0,0.386,2542.0,0.394,866.0,0.134,1459.0,5695.0,0.256,638.0,0.099,832.0,0.129,2022.0,CHC,1313.0,5523.0,0.238,2135.0,0.346,2423.0,0.392,662.0,0.107,1512.0,5523.0,0.274,510.0,0.083,631.0,0.102,2023
285,2023-04-20,COL,Ryan Feltner,PHI,Matt Strahm,5,0,33,7,0.212,0,4,0,6,33,6,0.182,0,5,0,11,False,2022,2022.0,Ryan Feltner,COL,.308,6.01,9.43,7.77,3.24,1.48,5.83,1.41,0.793,5.0,0.266,2022.0,Matt Strahm,BOS,.500,4.84,7.66,10.48,3.43,1.01,3.83,1.23,0.664,1.0,0.224,2022.0,COL,1408.0,5540.0,0.254,2203.0,0.361,2405.0,0.394,698.0,0.114,1330.0,5540.0,0.24,453.0,0.074,669.0,0.11,2022.0,PHI,1465.0,5810.0,0.252,2437.0,0.379,2395.0,0.373,782.0,0.122,1479.0,5810.0,0.255,498.0,0.078,759.0,0.118,2023
286,2023-04-20,CIN,Luke Weaver,PIT,Roansy Contreras,3,4,32,8,0.25,0,2,0,5,27,4,0.148,0,3,0,2,True,2022,2022.0,Luke Weaver,KC,.500,7.32,13.12,9.59,3.28,0.25,6.56,1.82,0.843,2.0,0.335,2022.0,Roansy Contreras,PIT,.500,4.26,7.77,8.15,3.69,1.23,3.79,1.27,0.715,3.0,0.225,2022.0,CIN,1047.0,4557.0,0.23,1618.0,0.32,1897.0,0.375,504.0,0.1,1212.0,4557.0,0.266,371.0,0.073,487.0,0.096,2022.0,PIT,1149.0,5122.0,0.224,1855.0,0.328,2073.0,0.366,567.0,0.1,1445.0,5122.0,0.282,433.0,0.077,528.0,0.093,2023
287,2023-04-20,NYM,Kodai Senga,SF,Sean Manaea,9,4,38,13,0.342,2,4,0,8,33,7,0.212,0,4,0,6,False,2022,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,2022.0,Sean Manaea,SD,.471,5.41,8.83,8.89,2.85,1.65,4.96,1.30,0.766,11.0,0.254,2022.0,NYM,1540.0,6049.0,0.255,2499.0,0.366,2715.0,0.398,845.0,0.124,1375.0,6049.0,0.227,586.0,0.086,827.0,0.121,2022.0,SF,1206.0,5149.0,0.234,2007.0,0.344,2219.0,0.38,678.0,0.116,1390.0,5149.0,0.27,543.0,0.093,639.0,0.109,2023
288,2023-04-20,MIN,Kenta Maeda,BOS,Tanner Houck,5,11,36,10,0.278,1,2,0,7,37,14,0.378,0,3,0,6,True,2022,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,2022.0,Tanner Houck,BOS,.556,3.30,7.35,8.40,3.30,0.45,3.15,1.18,0.608,9.0,0.226,2022.0,MIN,1359.0,5501.0,0.247,2198.0,0.358,2399.0,0.39,703.0,0.114,1363.0,5501.0,0.248,523.0,0.085,668.0,0.109,2022.0,BOS,1487.0,5744.0,0.259,2354.0,0.368,2556.0,0.4,781.0,0.122,1460.0,5744.0,0.254,516.0,0.081,721.0,0.113,2023
289,2023-04-20,LAA,Patrick Sandoval,NYY,Nestor Cortes,3,9,32,7,0.219,1,3,0,7,32,9,0.281,1,11,1,11,True,2022,2022.0,Patrick Sandoval,LAA,.400,3.39,8.41,9.14,3.63,0.48,2.91,1.34,0.655,14.0,0.246,2022.0,Nestor Cortes,NYY,.750,2.50,6.14,9.27,2.16,0.91,2.44,0.92,0.554,6.0,0.189,2022.0,LAA,1252.0,5401.0,0.232,2087.0,0.351,2184.0,0.367,621.0,0.104,1516.0,5401.0,0.281,450.0,0.076,583.0,0.098,2022.0,NYY,1423.0,5686.0,0.25,2434.0,0.377,2461.0,0.381,841.0,0.13,1362.0,5686.0,0.24,629.0,0.097,792.0,0.123,2023
290,2023-04-21,SD,Seth Lugo,ARI,Zac Gallen,0,9,29,2,0.069,0,0,0,2,36,12,0.333,0,3,0,6,True,2022,2022.0,Seth Lugo,NYM,.600,3.60,8.03,9.55,2.49,1.25,3.60,1.17,0.668,2.0,0.233,2022.0,Zac Gallen,AZ,.750,2.74,5.92,9.39,2.30,0.73,2.54,0.91,0.559,12.0,0.186,2022.0,SD,1409.0,5661.0,0.249,2308.0,0.357,2411.0,0.373,789.0,0.122,1304.0,5661.0,0.23,662.0,0.102,737.0,0.114,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2023
291,2023-04-21,HOU,Hunter Brown,ATL,Bryce Elder,6,4,36,11,0.306,1,3,0,7,33,7,0.212,1,4,0,7,False,2022,2022.0,Hunter Brown,HOU,1.000,0.89,6.64,9.74,3.10,0.00,0.89,1.08,0.563,2.0,0.205,2022.0,Bryce Elder,ATL,.333,3.17,7.33,7.83,3.83,0.67,3.17,1.24,0.643,5.0,0.222,2022.0,HOU,1506.0,5968.0,0.252,2540.0,0.381,2468.0,0.37,801.0,0.12,1272.0,5968.0,0.213,573.0,0.086,796.0,0.119,2022.0,ATL,1472.0,5924.0,0.248,2547.0,0.388,2359.0,0.36,818.0,0.125,1628.0,5924.0,0.275,517.0,0.079,787.0,0.12,2023
292,2023-04-21,LAD,Julio Urias,CHC,Drew Smyly,0,13,28,1,0.036,0,2,0,3,40,17,0.425,0,4,0,7,True,2022,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,2022.0,Drew Smyly,CHC,.467,3.89,8.55,7.70,2.20,1.35,3.47,1.19,0.717,6.0,0.243,2022.0,LAD,1439.0,5695.0,0.253,2488.0,0.386,2542.0,0.394,866.0,0.134,1459.0,5695.0,0.256,638.0,0.099,832.0,0.129,2022.0,CHC,1313.0,5523.0,0.238,2135.0,0.346,2423.0,0.392,662.0,0.107,1512.0,5523.0,0.274,510.0,0.083,631.0,0.102,2023
293,2023-04-21,BOS,Nick Pivetta,MIL,Freddy Peralta,5,3,34,8,0.235,0,3,0,6,34,8,0.235,0,2,0,6,False,2022,2022.0,Nick Pivetta,BOS,.455,4.56,8.77,8.77,3.66,1.35,4.56,1.38,0.752,6.0,0.253,2022.0,Freddy Peralta,MIL,.500,3.58,6.23,9.92,3.12,0.69,3.58,1.04,0.569,1.0,0.19,2022.0,BOS,1487.0,5744.0,0.259,2354.0,0.368,2556.0,0.4,781.0,0.122,1460.0,5744.0,0.254,516.0,0.081,721.0,0.113,2022.0,MIL,1275.0,5428.0,0.235,2217.0,0.362,2316.0,0.378,724.0,0.118,1465.0,5428.0,0.27,577.0,0.094,701.0,0.114,2023
294,2023-04-21,COL,Noah Davis,PHI,Aaron Nola,3,4,28,4,0.143,0,4,0,2,34,9,0.265,1,3,0,10,True,2022,2022.0,Noah Davis,COL,.---,18.00,27.00,18.00,9.00,9.00,18.00,4.00,1.571,0.0,0.5,2022.0,Aaron Nola,PHI,.458,3.29,7.38,10.32,1.27,0.83,3.25,0.96,0.603,9.0,0.219,2022.0,COL,1408.0,5540.0,0.254,2203.0,0.361,2405.0,0.394,698.0,0.114,1330.0,5540.0,0.24,453.0,0.074,669.0,0.11,2022.0,PHI,1465.0,5810.0,0.252,2437.0,0.379,2395.0,0.373,782.0,0.122,1479.0,5810.0,0.255,498.0,0.078,759.0,0.118,2023
295,2023-04-21,CIN,Graham Ashcraft,PIT,Mitch Keller,2,4,32,5,0.156,1,1,0,6,29,6,0.207,0,6,0,8,True,2022,2022.0,Graham Ashcraft,CIN,.455,5.23,10.20,6.09,2.57,0.94,4.89,1.42,0.742,8.0,0.281,2022.0,Mitch Keller,PIT,.294,4.36,9.17,7.81,3.40,0.79,3.91,1.40,0.73,22.0,0.266,2022.0,CIN,1047.0,4557.0,0.23,1618.0,0.32,1897.0,0.375,504.0,0.1,1212.0,4557.0,0.266,371.0,0.073,487.0,0.096,2022.0,PIT,1149.0,5122.0,0.224,1855.0,0.328,2073.0,0.366,567.0,0.1,1445.0,5122.0,0.282,433.0,0.077,528.0,0.093,2023
296,2023-04-21,NYM,Joey Lucchesi,SF,Anthony DeSclafani,7,0,39,13,0.333,1,2,0,9,29,5,0.172,0,2,0,4,False,2022,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,2022.0,Anthony DeSclafani,SF,.000,9.95,16.11,8.05,1.89,1.89,6.63,2.00,1.078,1.0,0.4,2022.0,NYM,1540.0,6049.0,0.255,2499.0,0.366,2715.0,0.398,845.0,0.124,1375.0,6049.0,0.227,586.0,0.086,827.0,0.121,2022.0,SF,1206.0,5149.0,0.234,2007.0,0.344,2219.0,0.38,678.0,0.116,1390.0,5149.0,0.27,543.0,0.093,639.0,0.109,2023
297,2023-04-21,KC,Taylor Clarke,LAA,Shohei Ohtani,0,2,28,3,0.107,0,2,0,3,28,6,0.214,2,2,0,6,True,2022,2022.0,Taylor Clarke,KC,.750,4.59,9.18,8.82,1.47,1.10,4.04,1.18,0.718,2.0,0.26,2022.0,Shohei Ohtani,LAA,.625,2.44,6.72,11.87,2.39,0.76,2.33,1.01,0.574,10.0,0.203,2022.0,KC,1039.0,4340.0,0.239,1652.0,0.345,1889.0,0.395,508.0,0.106,1104.0,4340.0,0.254,344.0,0.072,489.0,0.102,2022.0,LAA,1252.0,5401.0,0.232,2087.0,0.351,2184.0,0.367,621.0,0.104,1516.0,5401.0,0.281,450.0,0.076,583.0,0.098,2023
298,2023-04-21,DET,Michael Lorenzen,BAL,Tyler Wells,1,2,30,5,0.167,0,1,0,3,31,7,0.226,0,1,0,5,True,2022,2022.0,Michael Lorenzen,LAA,.571,4.42,7.46,7.83,4.05,1.01,4.24,1.28,0.679,13.0,0.224,2022.0,Tyler Wells,BAL,.500,4.25,7.81,6.60,2.43,1.39,4.25,1.14,0.691,3.0,0.231,2022.0,DET,1184.0,5105.0,0.232,1782.0,0.321,2041.0,0.368,533.0,0.096,1323.0,5105.0,0.259,342.0,0.062,507.0,0.091,2022.0,BAL,1309.0,5670.0,0.231,2181.0,0.346,2391.0,0.379,694.0,0.11,1493.0,5670.0,0.263,484.0,0.077,662.0,0.105,2023
299,2023-04-21,WAS,Trevor Williams,MIN,Tyler Mahle,3,2,34,6,0.176,0,0,0,4,28,6,0.214,0,3,0,4,False,2022,2022.0,Trevor Williams,NYM,.375,3.41,8.73,8.43,2.31,1.20,3.21,1.23,0.72,8.0,0.253,2022.0,Tyler Mahle,MIN,.429,4.55,7.76,9.40,3.21,1.19,4.40,1.22,0.693,5.0,0.23,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2022.0,MIN,1359.0,5501.0,0.247,2198.0,0.358,2399.0,0.39,703.0,0.114,1363.0,5501.0,0.248,523.0,0.085,668.0,0.109,2023
300,2023-04-21,TOR,Yusei Kikuchi,NYY,Domingo German,6,1,35,8,0.229,1,5,0,8,29,5,0.172,0,2,0,3,False,2022,2022.0,Yusei Kikuchi,TOR,.462,5.99,8.31,11.09,5.19,2.06,5.19,1.50,0.846,7.0,0.243,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,2022.0,TOR,1599.0,6138.0,0.261,2586.0,0.381,2597.0,0.383,842.0,0.124,1330.0,6138.0,0.217,541.0,0.08,816.0,0.12,2022.0,NYY,1423.0,5686.0,0.25,2434.0,0.377,2461.0,0.381,841.0,0.13,1362.0,5686.0,0.24,629.0,0.097,792.0,0.123,2023
301,2023-04-21,STL,Steven Matz,SEA,George Kirby,2,5,30,3,0.1,1,0,0,2,28,6,0.214,0,4,0,4,True,2022,2022.0,Steven Matz,STL,.625,5.25,9.38,10.13,1.88,1.50,5.25,1.25,0.731,2.0,0.256,2022.0,George Kirby,SEA,.615,3.74,9.35,9.21,1.52,0.90,3.39,1.21,0.692,9.0,0.264,2022.0,STL,1293.0,5085.0,0.254,2174.0,0.38,2120.0,0.37,717.0,0.125,1132.0,5085.0,0.223,517.0,0.09,708.0,0.124,2022.0,SEA,1319.0,5747.0,0.23,2226.0,0.34,2430.0,0.371,741.0,0.113,1478.0,5747.0,0.257,655.0,0.1,699.0,0.107,2023
302,2023-04-21,CWS,Michael Kopech,TB,Calvin Faucher,7,8,37,10,0.27,2,8,1,13,34,10,0.294,0,4,0,6,True,2022,2022.0,Michael Kopech,CWS,.357,4.00,6.41,7.92,4.30,1.13,3.54,1.19,0.641,8.0,0.198,2022.0,Calvin Faucher,TB,.400,6.75,10.97,8.86,4.22,1.69,5.48,1.69,0.81,2.0,0.289,2022.0,CWS,1485.0,5814.0,0.255,2261.0,0.356,2436.0,0.384,715.0,0.113,1298.0,5814.0,0.223,412.0,0.065,674.0,0.106,2022.0,TB,1383.0,5751.0,0.24,2199.0,0.345,2441.0,0.383,712.0,0.112,1461.0,5751.0,0.254,526.0,0.083,681.0,0.107,2023
303,2023-04-21,OAK,JP Sears,TEX,Jon Gray,5,4,31,8,0.258,1,7,0,8,30,7,0.233,1,4,0,4,False,2022,2022.0,JP Sears,OAK,.667,3.99,8.61,6.56,2.96,1.03,3.86,1.29,0.716,9.0,0.256,2022.0,Jon Gray,TEX,.500,4.31,7.42,9.47,2.76,1.20,3.96,1.13,0.663,11.0,0.222,2022.0,OAK,1061.0,5000.0,0.212,1689.0,0.305,1975.0,0.357,524.0,0.095,1327.0,5000.0,0.265,413.0,0.075,503.0,0.091,2022.0,TEX,1335.0,5590.0,0.239,2201.0,0.358,2183.0,0.355,715.0,0.116,1460.0,5590.0,0.261,460.0,0.075,684.0,0.111,2023
304,2023-04-22,SD,Joe Musgrove,ARI,Merrill Kelly,5,3,32,6,0.188,0,6,0,6,35,9,0.257,1,0,0,6,False,2022,2022.0,Joe Musgrove,SD,.588,3.33,7.66,9.15,2.09,1.09,2.93,1.08,0.667,13.0,0.227,2022.0,Merrill Kelly,AZ,.619,3.46,7.50,7.95,2.74,0.94,3.37,1.14,0.657,14.0,0.226,2022.0,SD,1409.0,5661.0,0.249,2308.0,0.357,2411.0,0.373,789.0,0.122,1304.0,5661.0,0.23,662.0,0.102,737.0,0.114,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2023
305,2023-04-22,HOU,Framber Valdez,ATL,Kyle Wright,6,3,40,11,0.275,0,1,0,8,35,8,0.229,0,0,0,5,False,2022,2022.0,Framber Valdez,HOU,.739,3.17,7.42,8.67,3.00,0.49,2.82,1.16,0.601,25.0,0.223,2022.0,Kyle Wright,ATL,.808,3.34,7.79,8.68,2.65,0.95,3.19,1.16,0.647,25.0,0.232,2022.0,HOU,1506.0,5968.0,0.252,2540.0,0.381,2468.0,0.37,801.0,0.12,1272.0,5968.0,0.213,573.0,0.086,796.0,0.119,2022.0,ATL,1472.0,5924.0,0.248,2547.0,0.388,2359.0,0.36,818.0,0.125,1628.0,5924.0,0.275,517.0,0.079,787.0,0.12,2023
306,2023-04-22,LAD,Dustin May,CHC,Hayden Wesneski,9,4,38,11,0.289,0,5,0,7,32,5,0.156,1,5,0,7,False,2022,2022.0,Dustin May,LAD,.400,5.10,6.30,8.70,4.20,0.90,4.50,1.17,0.611,3.0,0.194,2022.0,Hayden Wesneski,CHC,.600,2.45,6.55,9.00,1.91,0.82,2.18,0.94,0.58,0.0,0.198,2022.0,LAD,1439.0,5695.0,0.253,2488.0,0.386,2542.0,0.394,866.0,0.134,1459.0,5695.0,0.256,638.0,0.099,832.0,0.129,2022.0,CHC,1313.0,5523.0,0.238,2135.0,0.346,2423.0,0.392,662.0,0.107,1512.0,5523.0,0.274,510.0,0.083,631.0,0.102,2023
307,2023-04-22,BOS,Garrett Whitlock,MIL,Wade Miley,4,5,34,8,0.235,0,1,0,4,31,9,0.29,1,1,0,4,True,2022,2022.0,Garrett Whitlock,BOS,.667,3.68,7.47,9.42,1.72,1.15,3.45,1.02,0.639,5.0,0.222,2022.0,Wade Miley,CHC,.500,4.86,7.54,6.81,3.41,0.73,3.16,1.22,0.627,3.0,0.218,2022.0,BOS,1487.0,5744.0,0.259,2354.0,0.368,2556.0,0.4,781.0,0.122,1460.0,5744.0,0.254,516.0,0.081,721.0,0.113,2022.0,MIL,1275.0,5428.0,0.235,2217.0,0.362,2316.0,0.378,724.0,0.118,1465.0,5428.0,0.27,577.0,0.094,701.0,0.114,2023
308,2023-04-22,COL,Kyle Freeland,PHI,Cristopher Sanchez,3,4,35,9,0.257,0,2,0,8,31,7,0.226,0,1,0,4,True,2022,2022.0,Kyle Freeland,COL,.450,4.95,9.94,6.75,2.73,0.98,4.53,1.41,0.798,19.0,0.281,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,2022.0,COL,1408.0,5540.0,0.254,2203.0,0.361,2405.0,0.394,698.0,0.114,1330.0,5540.0,0.24,453.0,0.074,669.0,0.11,2022.0,PHI,1465.0,5810.0,0.252,2437.0,0.379,2395.0,0.373,782.0,0.122,1479.0,5810.0,0.255,498.0,0.078,759.0,0.118,2023
